Code,Family,Wind sector,Distance (miles),Order,Mark,Side,Rounding
HZ2,HZ,NNW-N,3.2,7,Sandy Bight,S,
HZ2,HZ,NNW-N,3.2,8,Muddy Cove,S,
HZ2,HZ,NNW-N,3.2,9,Millbeach,P,
HZ2,HZ,NNW-N,3.2,10,Finish,,
HZ3,HZ,NNW-N,4.3,1,Ballast Hole,S,
HZ3,HZ,NNW-N,4.3,2,Mumbys,P,
HZ3,HZ,NNW-N,4.3,3,Sandy Bight,S,
HZ3,HZ,NNW-N,4.3,4,Beacons,S,
HZ3,HZ,NNW-N,4.3,5,Clarks,S,
HZ3,HZ,NNW-N,4.3,6,Millbeach,P,
HZ3,HZ,NNW-N,4.3,7,Mumbys,P,
HZ3,HZ,NNW-N,4.3,8,Sandy Bight,S,
HZ3,HZ,NNW-N,4.3,9,Clarks,S,
HZ3,HZ,NNW-N,4.3,10,Millbeach,P,
HZ3,HZ,NNW-N,4.3,11,Finish,,
HZ4,HZ,NNW-N,5.6,1,Ballast Hole,S,
HZ4,HZ,NNW-N,5.6,2,Mumbys,P,
HZ4,HZ,NNW-N,5.6,3,Beacons,S,
HZ4,HZ,NNW-N,5.6,4,Kraken,S,
HZ4,HZ,NNW-N,5.6,5,Shambles,P,
HZ4,HZ,NNW-N,5.6,6,Mundon,S,
HZ4,HZ,NNW-N,5.6,7,Sandy Bight,S,
HZ4,HZ,NNW-N,5.6,8,Osea Road,S,
HZ4,HZ,NNW-N,5.6,9,Clarks,S,
HZ4,HZ,NNW-N,5.6,10,Millbeach,P,
HZ4,HZ,NNW-N,5.6,11,Finish,,
HZ5,HZ,NNW-N,7.4,1,Ballast Hole,S,
HZ5,HZ,NNW-N,7.4,2,Mumbys,P,
HZ5,HZ,NNW-N,7.4,3,Beacons,S,
HZ5,HZ,NNW-N,7.4,4,Coopers Creek,S,
HZ5,HZ,NNW-N,7.4,5,Shambles,P,
HZ5,HZ,NNW-N,7.4,6,Kraken,S,
HZ5,HZ,NNW-N,7.4,7,Osea Road,S,
HZ5,HZ,NNW-N,7.4,8,Beacons,S,
HZ5,HZ,NNW-N,7.4,9,Midway,S,
HZ5,HZ,NNW-N,7.4,10,Millbeach,P,
HZ5,HZ,NNW-N,7.4,11,Finish,,
HZ6,HZ,NNW-N,8.1,1,Ballast Hole,S,
HZ6,HZ,NNW-N,8.1,2,Mumbys,P,
HZ6,HZ,NNW-N,8.1,3,Beacons,S,
HZ6,HZ,NNW-N,8.1,4,Coopers Creek,S,
HZ6,HZ,NNW-N,8.1,5,Shambles,P,
HZ6,HZ,NNW-N,8.1,6,New Hall,S,
HZ6,HZ,NNW-N,8.1,7,Clarks,S,
HZ6,HZ,NNW-N,8.1,8,Beacons,S,
HZ6,HZ,NNW-N,8.1,9,Kraken,S,
HZ6,HZ,NNW-N,8.1,10,Millbeach,P,
HZ6,HZ,NNW-N,8.1,11,Finish,,
